Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8:10:33,944'F53A'+01430'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00283'+00283'+00283'
 8:10:34,184'F53A'+01432'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:34,455'F53A'+01433'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:34,695'F53A'+01435'-00068'+00788'+07817'+07642'+00161'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:34,980'F53A'+01436'-00068'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:35,266'F53A'+01437'-00067'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:35,536'F53A'+01439'-00068'+00788'+07817'+07644'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:35,791'F53A'+01440'-00067'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:36, 77'F53A'+01442'-00067'+00788'+07817'+07642'+00160'+00251'+01519'+01872'+00000'+02128'+00282'+00282'+00282'
 8:10:36,347'F53A'+01443'-00067'+00788'+07817'+07644'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:36,618'F53A'+01445'-00067'+00788'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:36,903'F53A'+01446'-00067'+00788'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:37,158'F53A'+01448'-00067'+00788'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:37,399'F53A'+01449'-00067'+00788'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:37,669'F53A'+01450'-00067'+00788'+07817'+07642'+00159'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:37,894'F53A'+01452'-00067'+00788'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:38,150'F53A'+01453'-00067'+00790'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:38,405'F53A'+01454'-00067'+00791'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:38,691'F53A'+01456'-00067'+00791'+07817'+07644'+00158'+00251'+01519'+01872'+00000'+02127'+00282'+00282'+00282'
 8:10:38,931'F53A'+01457'-00067'+00791'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8:10:39,201'F53A'+01458'-00067'+00790'+07817'+07642'+00158'+00251'+01519'+01872'+00000'+02127'+00281'+00281'+00281'
 8:10:39,442'F53A'+01460'-00066'+00789'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:39,682'F53A'+01461'-00066'+00791'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:39,937'F53A'+01462'-00066'+00791'+07817'+07642'+00157'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:40,208'F53A'+01464'-00066'+00791'+07817'+07642'+00157'+00251'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:40,478'F53A'+01465'-00066'+00791'+07817'+07642'+00157'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:40,719'F53A'+01467'-00066'+00791'+07817'+07642'+00156'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:40,974'F53A'+01468'-00066'+00791'+07817'+07642'+00156'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:41,244'F53A'+01469'-00066'+00791'+07817'+07644'+00156'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:41,500'F53A'+01471'-00066'+00788'+07817'+07642'+00156'+00251'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:41,785'F53A'+01472'-00066'+00790'+07817'+07642'+00156'+00252'+01519'+01872'+00000'+02126'+00281'+00281'+00281'
 8:10:42, 25'F53A'+01473'-00066'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:42,266'F53A'+01475'-00066'+00788'+07817'+07642'+00155'+00252'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:42,551'F53A'+01476'-00066'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:42,822'F53A'+01478'-00066'+00788'+07817'+07642'+00155'+00252'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:43,107'F53A'+01479'-00066'+00788'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:43,347'F53A'+01481'-00066'+00789'+07817'+07642'+00155'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:43,618'F53A'+01482'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:43,873'F53A'+01483'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:44,113'F53A'+01485'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:44,384'F53A'+01486'-00066'+00791'+07817'+07642'+00154'+00252'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:44,624'F53A'+01487'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:44,880'F53A'+01489'-00066'+00791'+07817'+07642'+00154'+00251'+01519'+01872'+00000'+02125'+00281'+00281'+00281'
 8:10:45,120'F53A'+01490'-00066'+00791'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00281'+00281'+00281'
 8:10:45,390'F53A'+01491'-00066'+00788'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00281'+00281'+00281'
 8:10:45,631'F53A'+01493'-00066'+00789'+07817'+07644'+00153'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:45,916'F53A'+01494'-00066'+00788'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:46,201'F53A'+01495'-00066'+00791'+07817'+07642'+00153'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:46,442'F53A'+01497'-00066'+00791'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:46,697'F53A'+01498'-00066'+00789'+07817'+07644'+00152'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:46,968'F53A'+01500'-00066'+00788'+07817'+07644'+00152'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:47,238'F53A'+01501'-00066'+00791'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:47,523'F53A'+01503'-00066'+00789'+07817'+07642'+00152'+00251'+01519'+01872'+00000'+02124'+00280'+00280'+00280'
 8:10:47,764'F53A'+01504'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:48, 19'F53A'+01505'-00066'+00788'+07817'+07644'+00151'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:48,304'F53A'+01507'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:48,590'F53A'+01508'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:48,860'F53A'+01510'-00066'+00788'+07817'+07642'+00151'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:49,116'F53A'+01511'-00066'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:49,386'F53A'+01512'-00066'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:49,641'F53A'+01514'-00066'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:49,912'F53A'+01515'-00066'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:50,182'F53A'+01517'-00065'+00791'+07817'+07642'+00150'+00251'+01519'+01872'+00000'+02123'+00280'+00280'+00280'
 8:10:50,437'F53A'+01518'-00066'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:50,678'F53A'+01519'-00065'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:50,948'F53A'+01521'-00065'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:51,189'F53A'+01522'-00065'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:51,459'F53A'+01523'-00065'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:51,729'F53A'+01525'-00065'+00791'+07817'+07642'+00149'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:52,  0'F53A'+01526'-00065'+00791'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:52,240'F53A'+01528'-00065'+00791'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00280'+00280'+00280'
 8:10:52,510'F53A'+01529'-00065'+00791'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8:10:52,796'F53A'+01531'-00065'+00791'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8:10:53, 51'F53A'+01532'-00065'+00791'+07817'+07642'+00148'+00251'+01519'+01872'+00000'+02122'+00279'+00279'+00279'
 8:10:53,322'F53A'+01533'-00065'+00791'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:53,577'F53A'+01535'-00065'+00791'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:53,847'F53A'+01536'-00065'+00790'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:54,103'F53A'+01538'-00065'+00788'+07817'+07642'+00147'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:54,373'F53A'+01539'-00065'+00788'+07817'+07644'+00146'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:54,644'F53A'+01540'-00065'+00791'+07817'+07644'+00146'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:54,899'F53A'+01542'-00065'+00791'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:55,139'F53A'+01543'-00065'+00791'+07817'+07642'+00146'+00251'+01519'+01872'+00000'+02121'+00279'+00279'+00279'
 8:10:55,410'F53A'+01545'-00065'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:55,665'F53A'+01546'-00065'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:55,935'F53A'+01547'-00065'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:56,206'F53A'+01549'-00065'+00791'+07817'+07642'+00145'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:56,476'F53A'+01550'-00065'+00791'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:56,747'F53A'+01552'-00065'+00791'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:56,987'F53A'+01553'-00065'+00788'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:57,242'F53A'+01554'-00064'+00788'+07819'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:57,513'F53A'+01556'-00064'+00788'+07817'+07642'+00144'+00251'+01519'+01872'+00000'+02120'+00278'+00278'+00278'
 8:10:57,783'F53A'+01557'-00064'+00788'+07819'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:58, 38'F53A'+01559'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:58,309'F53A'+01560'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:58,579'F53A'+01561'-00064'+00788'+07817'+07644'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:58,835'F53A'+01563'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:59, 75'F53A'+01564'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:59,345'F53A'+01566'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:59,571'F53A'+01567'-00064'+00788'+07817'+07642'+00143'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:10:59,841'F53A'+01568'-00064'+00788'+07819'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 0, 96'F53A'+01570'-00064'+00788'+07819'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 0,337'F53A'+01571'-00064'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 0,592'F53A'+01572'-00064'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 0,832'F53A'+01573'-00064'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 1, 58'F53A'+01575'-00064'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 1,328'F53A'+01576'-00064'+00788'+07817'+07642'+00142'+00251'+01519'+01872'+00000'+02119'+00277'+00277'+00277'
 8:11: 1,599'F53A'+01577'-00064'+00791'+07817'+07642'+00141'+00251'+01519'+01870'-17733'+02118'+00277'+00277'+00277'
 8:11: 1,824'F53A'+01579'-00064'+00791'+07819'+07642'+00141'+00251'+01519'+01868'+12336'+02118'+00276'+00276'+00276'
 8:11: 2,124'F53A'+01580'-00064'+00791'+07818'+07642'+00141'+00251'+01519'+01866'-05397'+02118'+00276'+00276'+00276'
 8:11: 2,410'F53A'+01582'-00064'+00791'+07819'+07642'+00141'+00251'+01519'+01864'+24672'+02118'+00275'+00275'+00275'
 8:11: 2,665'F53A'+01583'-00064'+00791'+07821'+07642'+00141'+00251'+01519'+01863'+06939'+02118'+00273'+00273'+00273'
 8:11: 2,905'F53A'+01584'-00064'+00789'+07819'+07642'+00141'+00251'+01519'+01861'-10794'+02118'+00272'+00272'+00272'
 8:11: 3,206'F53A'+01586'-00064'+00791'+07819'+07642'+00141'+00251'+01519'+01859'+19275'+02118'+00270'+00270'+00270'
 8:11: 3,461'F53A'+01587'-00064'+00791'+07819'+07642'+00140'+00251'+01519'+01858'+01542'+02118'+00268'+00268'+00268'
 8:11: 3,747'F53A'+01589'-00064'+00791'+07819'+07642'+00140'+00251'+01519'+01662'-02312'+02118'+00267'+00267'+00267'
 8:11: 4, 17'F53A'+01590'-00064'+00791'+07819'+07642'+00140'+00251'+01519'+01660'+27757'+02118'+00264'+00264'+00264'
 8:11: 4,272'F53A'+01591'-00064'+00791'+07819'+07644'+00140'+00251'+01519'+01657'-07710'+02118'+00260'+00260'+00260'
 8:11: 4,543'F53A'+01593'-00064'+00791'+07819'+07642'+00140'+00251'+01519'+01652'-13106'+02118'+00250'+00250'+00250'
 8:11: 4,798'F53A'+01594'-00064'+00791'+07819'+07642'+00139'+00251'+01519'+01650'+16963'+02117'+00245'+00245'+00245'
 8:11: 5, 69'F53A'+01595'-00064'+00791'+07819'+07642'+00139'+00251'+01519'+01647'-18504'+02117'+00239'+00239'+00239'
 8:11: 5,324'F53A'+01597'-00064'+00790'+07819'+07642'+00139'+00251'+01519'+01642'-23900'+02117'+00228'+00228'+00228'
 8:11: 5,594'F53A'+01598'-00064'+00790'+07819'+07642'+00138'+00251'+01519'+01640'+06169'+02117'+00221'+00221'+00221'
 8:11: 5,880'F53A'+01599'-00064'+00788'+07817'+07642'+00138'+00251'+01519'+01637'-29298'+02117'+00211'+00211'+00211'
 8:11: 6,150'F53A'+01601'-00064'+00788'+07817'+07642'+00137'+00251'+01519'+01632'+30841'+02116'+00209'+00209'+00209'
 8:11: 6,405'F53A'+01602'-00064'+00788'+07817'+07642'+00137'+00251'+01519'+01629'-04625'+02116'+00200'+00200'+00200'
 8:11: 6,646'F53A'+01603'-00064'+00788'+07817'+07642'+00136'+00251'+01519'+01627'+25444'+02116'+00195'+00195'+00195'
 8:11: 6,931'F53A'+01604'-00064'+00788'+07817'+07642'+00136'+00251'+01519'+01624'-10022'+02116'+00189'+00189'+00189'
 8:11: 7,202'F53A'+01605'-00064'+00790'+07817'+07642'+00136'+00251'+01519'+01622'+20047'+02116'+00184'+00184'+00184'
 8:11: 7,472'F53A'+01606'-00063'+00790'+07817'+07642'+00135'+00251'+01519'+01619'-15420'+02115'+00178'+00178'+00178'
 8:11: 7,727'F53A'+01607'-00064'+00788'+07817'+07642'+00135'+00251'+01519'+01617'+14650'+02115'+00170'+00170'+00170'
 8:11: 8, 13'F53A'+01608'-00064'+00788'+07817'+07642'+00135'+00251'+01519'+01614'-20816'+02115'+00165'+00165'+00165'
 8:11: 8,253'F53A'+01609'-00064'+00791'+07819'+07642'+00134'+00251'+01519'+01612'+09253'+02115'+00159'+00162'+00162'
 8:11: 8,524'F53A'+01610'-00063'+00791'+07817'+07642'+00134'+00251'+01519'+01609'-26213'+02115'+00156'+00156'+00156'
 8:11: 8,809'F53A'+01611'-00063'+00791'+07817'+07642'+00134'+00251'+01519'+01607'+03856'+02115'+00150'+00150'+00150'
 8:11: 9, 94'F53A'+01612'-00063'+00789'+07819'+07642'+00134'+00251'+01519'+01604'-31610'+02115'+00145'+00145'+00145'
 8:11: 9,380'F53A'+01613'-00063'+00789'+07819'+07642'+00133'+00251'+01519'+01601'-01541'+02114'+00139'+00139'+00139'
 8:11: 9,650'F53A'+01613'-00063'+00788'+07817'+07642'+00133'+00251'+01519'+01601'-01541'+02114'+00134'+00134'+00134'
 8:11: 9,905'F53A'+01614'-00063'+00788'+07817'+07642'+00133'+00251'+01519'+01406'-08480'+02114'+00132'+00132'+00132'
 8:11:10,146'F53A'+01615'-00063'+00788'+07817'+07642'+00133'+00251'+01519'+01401'-13876'+02114'+00126'+00126'+00126'
 8:11:10,416'F53A'+01616'-00063'+00788'+07817'+07642'+00132'+00251'+01519'+01396'-19274'+02114'+00121'+00121'+00121'
 8:11:10,702'F53A'+01616'-00063'+00788'+07817'+07644'+00132'+00251'+01519'+01396'-19274'+02114'+00115'+00115'+00115'
 8:11:10,987'F53A'+01617'-00063'+00788'+07817'+07642'+00132'+00251'+01519'+01391'-24670'+02114'+00111'+00111'+00111'
 8:11:11,272'F53A'+01618'-00063'+00788'+07819'+07642'+00132'+00251'+01519'+01386'-30066'+02114'+00106'+00106'+00106'
 8:11:11,543'F53A'+01619'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01381'+30070'+02113'+00104'+00104'+00104'
 8:11:11,798'F53A'+01619'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01381'+30070'+02113'+00100'+00100'+00100'
 8:11:12, 69'F53A'+01620'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01376'+24674'+02113'+00095'+00095'+00095'
 8:11:12,324'F53A'+01621'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01371'+19276'+02113'+00092'+00092'+00092'
 8:11:12,624'F53A'+01621'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01371'+19276'+02113'+00088'+00090'+00090'
 8:11:12,880'F53A'+01622'-00063'+00788'+07817'+07642'+00131'+00251'+01519'+01366'+13880'+02113'+00086'+00086'+00086'
 8:11:13,150'F53A'+01622'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01366'+13880'+02113'+00082'+00082'+00082'
 8:11:13,391'F53A'+01623'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01361'+08484'+02113'+00079'+00079'+00079'
 8:11:13,676'F53A'+01624'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01356'+03086'+02113'+00075'+00077'+00077'
 8:11:13,931'F53A'+01624'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01356'+03086'+02113'+00073'+00073'+00073'
 8:11:14,172'F53A'+01625'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01350'-02310'+02113'+00070'+00070'+00070'
 8:11:14,442'F53A'+01625'-00063'+00788'+07817'+07644'+00130'+00251'+01519'+01350'-02310'+02113'+00066'+00066'+00066'
 8:11:14,682'F53A'+01626'-00063'+00788'+07817'+07644'+00130'+00251'+01519'+01345'-07710'+02113'+00065'+00065'+00065'
 8:11:14,953'F53A'+01626'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01345'-07710'+02113'+00061'+00061'+00061'
 8:11:15,238'F53A'+01626'-00063'+00788'+07817'+07642'+00130'+00251'+01519'+01345'-07710'+02113'+00058'+00058'+00058'
 8:11:15,463'E530'+01627'-00063'+00788'+07817'+07642'+00129'+00251'+01519'-32768'+00000'+02112'-00008'+00000'+00000'
 8:11:15,749'E030'+01627'-00063'+00788'+07817'+07642'+00127'+00251'+01519'-32768'+00000'+01919'-00008'+00000'+00000'
 8:11:16,  4'E030'+01626'-00062'+00787'+07817'+07642'+00092'+00252'+01519'-32768'+00000'+01884'-00008'+00000'+00000'
 8:11:16,245'E020'+01625'-00058'+00784'+07817'+07642'+00026'+00254'+01518'-32768'+00000'+01384'-00008'+00000'+00000'
 8:11:16,485'E020'+01623'-00055'+00777'+07817'+07642'+00000'+00097'+01518'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:16,740'E020'+01623'-00044'+00766'+07817'+07642'+00000'+00006'+01518'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:17, 11'E020'+01623'-00042'+00759'+07817'+07642'+00000'+00003'+01517'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:17,251'E020'+01623'-00042'+00754'+07817'+07642'+00000'+00002'+01518'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:17,506'E020'+01623'-00042'+00750'+07817'+07642'+00000'+00001'+01517'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:17,777'F0B0'+01623'-00042'+00749'+07819'+07642'+00000'+00001'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:18, 32'F5B0'+01623'-00039'+00747'+07817'+07644'+00000'+00001'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:18,273'F5B0'+01623'-00038'+00747'+07819'+07642'+00000'+00001'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:18,513'F5B0'+01623'+00002'+00750'+07817'+07642'+00000'+00002'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:18,783'F5B0'+01623'+00065'+00765'+07817'+07642'+00000'+00003'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:19, 39'F5B0'+01623'+00130'+00788'+07817'+07642'+00000'+00003'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:19,279'F5B0'+01623'+00196'+00816'+07817'+07642'+00000'+00003'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:19,549'F5B0'+01623'+00253'+00847'+07817'+07642'+00000'+00002'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:19,835'F5B0'+01623'+00318'+00885'+07817'+07644'+00000'+00002'+01517'-32768'+00000'-32768'-00008'+00100'+00100'
 8:11:20,105'E590'+01623'+00378'+00922'+07817'+07642'+00000'+00002'+01508'-32768'+00000'-32768'-00008'+00000'+00200'
 8:11:20,330'E490'+01623'+00433'+00959'+07817'+07642'+00000'+00004'+01259'-32768'+00000'-32768'-00008'+00000'+00200'
 8:11:20,586'E490'+01623'+00465'+00988'+07817'+07642'+00000'+00020'+01017'-32768'+00000'-32768'-00008'+00000'+00200'
 8:11:20,841'E490'+01623'+00549'+01022'+07817'+07642'+00000'+00042'+00752'-32768'+00000'-32768'-00008'+00000'+00200'
 8:11:21,112'E481'+01623'+00692'+01073'+07817'+07642'+00000'+00037'+00501'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:21,367'E581'+01609'+00865'+01148'+07817'+07642'+00000'+00030'+00493'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:21,607'E585'+01595'+01020'+01237'+07817'+07642'+00000'+00027'+00491'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:21,863'E585'+01561'+01162'+01335'+07817'+07642'+00000'+00027'+00491'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:22,118'E585'+01506'+01304'+01441'+07817'+07642'+00000'+00028'+00491'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:22,373'E585'+01457'+01448'+01555'+07819'+07642'+00000'+00028'+00491'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:22,614'E585'+01411'+01586'+01670'+07819'+07642'+00000'+00028'+00491'-32768'+00000'-32768'-00008'+01020'+00200'
 8:11:22,869'E505'+01361'+01722'+01788'+07821'+07642'+00000'+00028'+00491'-32768'+00000'-32768'-00008'+01020'+00000'
 8:11:23,140'E105'+01309'+01796'+01908'+07819'+07642'+00000'+00019'+00491'-32768'+00000'-32768'-00008'+01020'+00000'
 8:11:23,425'E105'+01253'+01796'+02000'+07819'+07642'+00000'+00005'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:23,695'E505'+01200'+01796'+02064'+07819'+07642'+00000'+00003'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:23,936'E505'+01149'+01796'+02108'+07819'+07644'+00000'+00002'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:24,191'E505'+01100'+01796'+02141'+07821'+07644'+00000'+00002'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:24,431'E505'+01049'+01796'+02166'+07819'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:24,702'E505'+01000'+01796'+02184'+07819'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:24,957'E505'+00946'+01795'+02199'+07819'+07644'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8:11:25,228'E505'+00896'+01794'+02209'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
 8:11:25,513'E505'+00837'+01794'+02219'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
