Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8:11:25,753'E505'+00785'+01794'+02224'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
 8:11:26, 24'E505'+00737'+01794'+02228'+07821'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:26,264'E505'+00688'+01796'+02231'+07821'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:26,549'E505'+00630'+01795'+02236'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:26,790'E505'+00580'+01795'+02236'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:27, 45'E505'+00529'+01795'+02238'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:27,316'E505'+00479'+01795'+02238'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8:11:27,571'E545'+00425'+01795'+02240'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+01000'
 8:11:27,841'E545'+00373'+01744'+02231'+07821'+07642'+00000'+00003'+00491'-32768'+00000'-32768'-00008'+01020'+01000'
 8:11:28,127'E545'+00316'+01574'+02184'+07819'+07644'+00000'+00018'+00491'-32768'+00000'-32768'-00008'+01020'+01000'
 8:11:28,427'E541'+00247'+01356'+02093'+07819'+07644'+00000'+00009'+00492'-32768'+00000'-32768'-00008'+00500'+01000'
 8:11:28,682'E541'+00192'+01146'+01977'+07819'+07642'+00000'+00007'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8:11:28,923'E541'+00176'+00973'+01870'+07819'+07644'+00000'+00006'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8:11:29,178'E541'+00137'+00782'+01739'+07819'+07642'+00000'+00006'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8:11:29,449'E541'+00109'+00596'+01612'+07817'+07642'+00000'+00005'+00493'-32768'+00000'-32768'-00008'+00500'+00876'
 8:11:29,719'E541'+00077'+00415'+01485'+07817'+07644'+00000'+00004'+00493'-32768'+00000'-32768'-00008'+00500'+00660'
 8:11:30,  4'E550'+00043'+00251'+01343'+07817'+07642'+00000'+00003'+00493'-32768'+00000'-32768'-00008'+00000'+00464'
 8:11:30,290'E450'+00020'+00131'+01216'+07817'+07644'+00000'+00003'+00493'-32768'+00000'-32768'-00008'+00000'+00321'
 8:11:30,530'E410'+00019'+00057'+01117'+07817'+07644'+00000'+00002'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:30,786'E410'+00019'+00009'+01034'+07768'+07623'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:31, 56'E010'+00019'+00000'+00962'+07246'+07157'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:31,341'E010'+00019'+00000'+00902'+06513'+06467'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:31,582'E010'+00019'+00000'+00860'+05497'+05517'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:31,837'E010'+00019'+00000'+00826'+04486'+04542'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:32,107'E010'+00019'-00001'+00798'+03418'+03503'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:32,348'E010'+00019'-00001'+00777'+02343'+02447'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:32,588'E010'+00019'-00001'+00762'+01370'+01489'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:32,828'E010'+00019'-00001'+00751'+00468'+00570'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:33,114'E010'+00019'-00001'+00742'+00000'+00111'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:33,354'E010'+00019'-00002'+00734'+00000'+00036'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:33,625'E010'+00019'-00002'+00729'+00000'+00028'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:33,895'E010'+00019'-00002'+00727'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:34,150'E010'+00019'-00002'+00723'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:34,406'E010'+00019'-00002'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:34,676'F019'+00019'-00002'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:34,946'F519'+00019'-00002'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:35,202'F519'+00034'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:35,472'F519'+00119'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:35,728'F519'+00211'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:35,998'F519'+00291'-00002'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8:11:36,238'F519'+00381'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8:11:36,494'F519'+00454'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8:11:36,764'F519'+00518'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8:11:37,  4'F519'+00588'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8:11:37,260'F519'+00650'+00000'+00715'+00102'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8:11:37,515'E510'+00716'+00000'+00716'+01166'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:37,786'E010'+00767'+00000'+00715'+03375'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:38, 26'E010'+00789'+00000'+00715'+05601'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8:11:38,296'F01A'+00794'+00000'+00715'+07164'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8:11:38,582'F51A'+00794'+00000'+00712'+07655'+00016'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8:11:38,867'F51A'+00830'+00000'+00712'+07802'+00065'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8:11:39,138'F51A'+00877'+00002'+00714'+07815'+00739'+00000'+00001'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8:11:39,393'F51A'+00912'+00005'+00715'+07816'+03274'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00600'+00600'
 8:11:39,663'F53A'+00921'+00002'+00717'+07817'+05822'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:39,919'F53A'+00940'-00006'+00721'+07819'+07410'+00000'+00000'+00666'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:40,189'F53A'+00947'-00012'+00722'+07817'+07613'+00000'+00000'+00949'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:40,429'F53A'+00944'-00009'+00726'+07817'+07638'+00000'+00000'+01222'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:40,700'F53A'+00944'-00004'+00731'+07819'+07642'+00000'+00000'+01325'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:40,940'F53A'+00944'-00003'+00735'+07817'+07642'+00000'+00000'+01388'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:41,226'F53A'+00944'+00000'+00741'+07817'+07642'+00000'+00001'+01450'-32768'+00000'-32768'-00008'+00200'+00200'
 8:11:41,481'F53A'+00944'-00002'+00746'+07817'+07642'+00000'+00001'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:41,721'F53A'+00947'-00006'+00749'+07817'+07642'+00000'+00000'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:41,962'F53A'+00947'-00008'+00751'+07817'+07642'+00000'+00000'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:42,232'F53A'+00947'-00007'+00753'+07817'+07642'+00000'+00000'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:42,472'F53A'+00947'-00008'+00754'+07819'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:42,728'F53A'+00947'-00008'+00756'+07817'+07642'+00000'+00000'+01487'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:42,968'F53A'+00947'-00008'+00758'+07817'+07642'+00000'+00000'+01489'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:43,238'F53A'+00947'-00008'+00759'+07817'+07642'+00000'+00000'+01490'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:43,494'F53A'+00947'-00008'+00759'+07817'+07642'+00000'+00000'+01491'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:43,734'F53A'+00947'-00008'+00761'+07817'+07642'+00000'+00000'+01492'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:43,974'F53A'+00947'-00008'+00761'+07817'+07642'+00000'+00000'+01493'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:44,215'F53A'+00947'-00009'+00761'+07817'+07642'+00000'+00000'+01494'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:44,485'F53A'+00947'-00009'+00761'+07817'+07642'+00000'+00000'+01496'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:44,741'F53A'+00947'-00010'+00761'+07817'+07644'+00000'+00000'+01497'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:45, 41'F53A'+00947'-00010'+00761'+07817'+07642'+00000'+00000'+01498'+01892'+00000'-32768'-00008'+00463'+00463'
 8:11:45,296'F53A'+00948'-00013'+00761'+07817'+07642'+00001'+00000'+01503'+01892'+00000'+00320'-00008'+00463'+00463'
 8:11:45,567'F53A'+00950'-00017'+00761'+07817'+07642'+00005'+00000'+01504'+01892'+00000'+00848'-00008'+00463'+00463'
 8:11:45,807'F53A'+00952'-00022'+00760'+07817'+07642'+00006'+00000'+01504'+01892'+00000'+00864'-00008'+00463'+00463'
 8:11:46, 93'F53A'+00954'-00026'+00759'+07817'+07642'+00007'+00000'+01504'+01892'+00000'+00880'-00008'+00463'+00463'
 8:11:46,378'F53A'+00957'-00030'+00759'+07817'+07642'+00008'+00000'+01505'+01892'+00000'+01088'-00008'+00463'+00463'
 8:11:46,648'F53A'+00959'-00032'+00756'+07817'+07642'+00009'+00000'+01506'+01892'+00000'+01096'-00008'+00463'+00463'
 8:11:46,919'F53A'+00962'-00034'+00754'+07817'+07642'+00013'+00000'+01508'+01892'+00000'+01128'-00008'+00463'+00463'
 8:11:47,189'F53A'+00963'-00036'+00754'+07817'+07642'+00019'+00001'+01509'+01892'+00000'+01356'-00008'+00463'+00463'
 8:11:47,429'F53A'+00965'-00039'+00754'+07817'+07642'+00026'+00001'+01511'+01892'+00000'+01384'-00008'+00463'+00463'
 8:11:47,670'F53A'+00966'-00041'+00752'+07817'+07644'+00033'+00001'+01512'+01892'+00000'+01602'-00008'+00463'+00463'
 8:11:47,910'F53A'+00968'-00043'+00751'+07817'+07642'+00041'+00001'+01513'+01892'+00000'+01618'-00008'+00463'+00463'
 8:11:48,196'F53A'+00969'-00046'+00751'+07817'+07644'+00050'+00001'+01514'+01892'+00000'+01636'-00008'+00463'+00463'
 8:11:48,466'F53A'+00971'-00049'+00751'+07817'+07642'+00058'+00001'+01516'+01892'+00000'+01652'-00008'+00463'+00463'
 8:11:48,721'F53A'+00973'-00052'+00749'+07817'+07642'+00067'+00001'+01517'+01892'+00000'+01859'-00008'+00463'+00463'
 8:11:49,  7'F53A'+00974'-00054'+00749'+07817'+07642'+00076'+00001'+01517'+01892'+00000'+01868'-00008'+00463'+00463'
 8:11:49,277'F53A'+00976'-00055'+00749'+07817'+07642'+00085'+00001'+01518'+01892'+00000'+01877'-00008'+00463'+00463'
 8:11:49,517'F53A'+00977'-00056'+00749'+07817'+07642'+00093'+00001'+01518'+01892'+00000'+01885'-00008'+00463'+00463'
 8:11:49,773'F53A'+00978'-00057'+00749'+07817'+07642'+00102'+00001'+01518'+01892'+00000'+01894'-00008'+00463'+00463'
 8:11:50, 43'F53A'+00980'-00057'+00749'+07817'+07642'+00111'+00001'+01518'+01892'+00000'+01903'-00008'+00463'+00463'
 8:11:50,329'F53A'+00981'-00058'+00750'+07817'+07642'+00120'+00001'+01518'+01892'+00000'+01912'-00008'+00463'+00463'
 8:11:50,569'F53A'+00983'-00059'+00751'+07817'+07642'+00127'+00001'+01518'+01872'+00000'+01919'-00008'-00008'-00008'
 8:11:50,854'F53A'+00983'-00066'+00749'+07817'+07642'+00126'+00007'+01518'+01872'+00000'+01918'-00008'-00008'-00008'
 8:11:51,125'F53A'+00984'-00067'+00751'+07817'+07642'+00124'+00065'+01518'+01872'+00000'+01916'-00008'-00008'-00008'
 8:11:51,410'F53A'+00984'-00067'+00754'+07817'+07642'+00124'+00091'+01518'+01872'+00000'+01916'-00008'-00008'-00008'
 8:11:51,681'F53A'+00984'-00067'+00756'+07817'+07642'+00124'+00109'+01518'+01872'+00000'+01916'-00001'-00001'-00001'
 8:11:51,936'F53A'+00984'-00067'+00759'+07817'+07642'+00124'+00124'+01518'+01872'+00000'+01916'+00004'+00004'+00004'
 8:11:52,191'F53A'+00984'-00067'+00761'+07817'+07642'+00125'+00137'+01518'+01872'+00000'+01917'+00010'+00010'+00010'
 8:11:52,462'F53A'+00985'-00068'+00764'+07817'+07642'+00127'+00148'+01518'+01872'+00000'+01919'+00021'+00021'+00021'
 8:11:52,732'F53A'+00985'-00067'+00765'+07817'+07642'+00128'+00158'+01518'+01872'+00000'+02112'+00033'+00033'+00033'
 8:11:52,987'F53A'+00985'-00067'+00766'+07817'+07642'+00130'+00166'+01518'+01872'+00000'+02113'+00044'+00044'+00044'
 8:11:53,273'F53A'+00985'-00068'+00769'+07817'+07642'+00133'+00175'+01518'+01872'+00000'+02114'+00056'+00056'+00056'
 8:11:53,513'F53A'+00985'-00068'+00769'+07817'+07642'+00135'+00182'+01518'+01872'+00000'+02115'+00062'+00062'+00062'
 8:11:53,784'F53A'+00986'-00068'+00771'+07817'+07642'+00138'+00188'+01518'+01872'+00000'+02117'+00074'+00074'+00074'
 8:11:54, 69'F53A'+00986'-00068'+00773'+07817'+07642'+00141'+00194'+01518'+01872'+00000'+02118'+00085'+00085'+00085'
 8:11:54,309'F53A'+00986'-00068'+00775'+07817'+07642'+00144'+00200'+01518'+01872'+00000'+02120'+00096'+00096'+00096'
 8:11:54,565'F53A'+00986'-00069'+00776'+07817'+07642'+00148'+00205'+01518'+01872'+00000'+02122'+00102'+00102'+00102'
 8:11:54,835'F53A'+00987'-00069'+00777'+07817'+07642'+00152'+00209'+01518'+01872'+00000'+02124'+00113'+00113'+00113'
 8:11:55,121'F53A'+00987'-00070'+00778'+07817'+07642'+00156'+00214'+01518'+01872'+00000'+02126'+00124'+00124'+00124'
 8:11:55,361'F53A'+00987'-00070'+00778'+07817'+07642'+00160'+00217'+01518'+01872'+00000'+02128'+00135'+00135'+00135'
 8:11:55,646'F53A'+00988'-00070'+00779'+07817'+07642'+00165'+00221'+01519'+01872'+00000'+02130'+00140'+00140'+00140'
 8:11:55,917'F53A'+00988'-00071'+00781'+07817'+07642'+00169'+00224'+01519'+01872'+00000'+02132'+00151'+00151'+00151'
 8:11:56,172'F53A'+00988'-00071'+00781'+07817'+07642'+00174'+00227'+01519'+01872'+00000'+02135'+00161'+00161'+00161'
 8:11:56,442'F53A'+00989'-00071'+00783'+07817'+07642'+00179'+00230'+01519'+01872'+00000'+02137'+00171'+00171'+00171'
 8:11:56,698'F53A'+00989'-00072'+00786'+07817'+07642'+00185'+00233'+01519'+01872'+00000'+02140'+00182'+00182'+00182'
 8:11:56,968'F53A'+00990'-00072'+00786'+07817'+07642'+00190'+00235'+01519'+01872'+00000'+02143'+00187'+00187'+00187'
 8:11:57,254'F53A'+00990'-00072'+00786'+07817'+07642'+00195'+00238'+01519'+01872'+00000'+02145'+00196'+00196'+00196'
 8:11:57,494'F53A'+00991'-00073'+00788'+07817'+07642'+00201'+00240'+01519'+01872'+00000'+02148'+00206'+00206'+00206'
 8:11:57,734'F53A'+00991'-00074'+00788'+07817'+07642'+00206'+00241'+01519'+01872'+00000'+02151'+00211'+00211'+00211'
 8:11:58, 35'F53A'+00992'-00074'+00788'+07817'+07642'+00211'+00243'+01519'+01872'+00000'+02153'+00220'+00220'+00220'
 8:11:58,260'F53A'+00992'-00075'+00791'+07817'+07642'+00217'+00245'+01519'+01872'+00000'+02156'+00229'+00229'+00229'
 8:11:58,560'F53A'+00993'-00075'+00791'+07817'+07642'+00222'+00246'+01519'+01872'+00000'+02159'+00238'+00238'+00238'
 8:11:58,846'F53A'+00993'-00076'+00792'+07817'+07642'+00228'+00247'+01519'+01872'+00000'+02162'+00247'+00247'+00247'
 8:11:59,101'F53A'+00994'-00076'+00793'+07817'+07642'+00233'+00248'+01519'+01872'+00000'+02164'+00252'+00252'+00252'
 8:11:59,372'F53A'+00995'-00077'+00794'+07817'+07642'+00238'+00249'+01519'+01872'+00000'+02167'+00260'+00260'+00260'
 8:11:59,657'F53A'+00995'-00077'+00795'+07817'+07642'+00243'+00249'+01519'+01872'+00000'+02169'+00268'+00268'+00268'
 8:11:59,912'F53A'+00996'-00077'+00797'+07817'+07642'+00247'+00250'+01519'+01871'-20449'+02171'+00271'+00271'+00271'
 8:12: 0,153'F53A'+00997'-00077'+00798'+07817'+07642'+00251'+00250'+01519'+01871'+17825'+02173'+00266'+00266'+00266'
 8:12: 0,423'F53A'+00998'-00078'+00798'+07817'+07642'+00254'+00250'+01519'+01871'+01047'+02175'+00263'+00263'+00263'
 8:12: 0,678'F53A'+00999'-00078'+00798'+07817'+07642'+00257'+00250'+01519'+01870'+26737'+02368'+00253'+00253'+00253'
 8:12: 0,949'F53A'+01000'-00078'+00798'+07817'+07642'+00260'+00251'+01519'+01869'-13108'+02369'+00240'+00240'+00240'
 8:12: 1,234'F53A'+01001'-00078'+00798'+07817'+07642'+00261'+00251'+01519'+01869'+08387'+02369'+00224'+00224'+00224'
 8:12: 1,475'F53A'+01002'-00078'+00798'+07817'+07642'+00262'+00251'+01519'+01868'-11535'+02369'+00214'+00214'+00214'
 8:12: 1,745'F53A'+01002'-00078'+00798'+07817'+07642'+00262'+00251'+01519'+01868'+09437'+02369'+00194'+00194'+00194'
 8:12: 1,985'F53A'+01003'-00078'+00798'+07817'+07642'+00261'+00251'+01519'+01867'-28836'+02369'+00173'+00173'+00173'
 8:12: 2,271'F53A'+01004'-00078'+00798'+07817'+07642'+00260'+00251'+01519'+01867'+16776'+02369'+00152'+00162'+00162'
 8:12: 2,556'F53A'+01005'-00078'+00798'+07817'+07642'+00258'+00251'+01519'+01866'-14682'+02368'+00141'+00141'+00141'
 8:12: 2,842'F53A'+01006'-00078'+00798'+07817'+07642'+00256'+00252'+01519'+01866'+23592'+02368'+00121'+00121'+00121'
 8:12: 3,127'F53A'+01007'-00078'+00798'+07817'+07642'+00253'+00252'+01519'+01866'+04194'+02174'+00103'+00103'+00103'
 8:12: 3,412'F53A'+01007'-00077'+00798'+07817'+07642'+00251'+00252'+01519'+01865'-08913'+02173'+00086'+00086'+00086'
 8:12: 3,713'F53A'+01008'-00077'+00798'+07817'+07642'+00247'+00252'+01519'+01865'-15729'+02171'+00072'+00072'+00072'
 8:12: 3,998'F53A'+01009'-00077'+00798'+07817'+07642'+00245'+00252'+01519'+01865'-16253'+02170'+00060'+00060'+00060'
 8:12: 4,254'F53A'+01009'-00077'+00798'+07817'+07642'+00242'+00252'+01519'+01872'+00000'+02169'+00055'+00055'+00055'
 8:12: 4,524'F53A'+01010'-00076'+00798'+07817'+07642'+00239'+00252'+01519'+01872'+00000'+02167'+00061'+00061'+00061'
 8:12: 4,794'F53A'+01010'-00076'+00795'+07817'+07642'+00237'+00252'+01519'+01872'+00000'+02166'+00064'+00064'+00064'
 8:12: 5, 50'F53A'+01011'-00076'+00795'+07817'+07642'+00235'+00252'+01519'+01872'+00000'+02165'+00070'+00070'+00070'
 8:12: 5,335'F53A'+01011'-00076'+00795'+07817'+07644'+00234'+00252'+01519'+01872'+00000'+02165'+00076'+00076'+00076'
 8:12: 5,606'F53A'+01011'-00076'+00795'+07817'+07642'+00233'+00252'+01519'+01872'+00000'+02164'+00082'+00082'+00082'
 8:12: 5,891'F53A'+01012'-00076'+00797'+07817'+07642'+00232'+00252'+01519'+01872'+00000'+02164'+00089'+00089'+00089'
 8:12: 6,176'F53A'+01013'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00095'+00095'+00095'
 8:12: 6,462'F53A'+01013'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00099'+00099'+00099'
 8:12: 6,702'F53A'+01014'-00076'+00795'+07817'+07642'+00230'+00252'+01519'+01872'+00000'+02163'+00106'+00106'+00106'
 8:12: 6,973'F53A'+01014'-00076'+00795'+07817'+07642'+00230'+00252'+01519'+01872'+00000'+02163'+00112'+00112'+00112'
 8:12: 7,228'F53A'+01015'-00076'+00795'+07817'+07642'+00230'+00252'+01519'+01872'+00000'+02163'+00119'+00119'+00119'
 8:12: 7,498'F53A'+01015'-00076'+00795'+07817'+07644'+00230'+00252'+01519'+01872'+00000'+02163'+00123'+00123'+00123'
 8:12: 7,754'F53A'+01016'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00130'+00130'+00130'
 8:12: 8, 24'F53A'+01016'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00137'+00137'+00137'
 8:12: 8,264'F53A'+01017'-00076'+00795'+07817'+07642'+00232'+00252'+01520'+01872'+00000'+02164'+00144'+00144'+00144'
 8:12: 8,550'F53A'+01017'-00076'+00796'+07816'+07642'+00232'+00252'+01519'+01872'+00000'+02164'+00148'+00148'+00148'
 8:12: 8,790'F53A'+01018'-00076'+00795'+07817'+07642'+00233'+00252'+01519'+01872'+00000'+02164'+00155'+00155'+00155'
 8:12: 9, 76'F53A'+01019'-00076'+00795'+07817'+07642'+00234'+00252'+01519'+01872'+00000'+02165'+00162'+00162'+00162'
 8:12: 9,316'F53A'+01019'-00076'+00795'+07817'+07642'+00235'+00252'+01519'+01872'+00000'+02165'+00170'+00170'+00170'
 8:12: 9,616'F53A'+01020'-00076'+00795'+07817'+07644'+00235'+00252'+01519'+01872'+00000'+02165'+00173'+00173'+00173'
 8:12: 9,872'F53A'+01021'-00076'+00795'+07817'+07642'+00236'+00252'+01519'+01872'+00000'+02166'+00180'+00180'+00180'
 8:12:10,157'F53A'+01021'-00076'+00795'+07817'+07642'+00237'+00252'+01519'+01872'+00000'+02166'+00187'+00187'+00187'
 8:12:10,397'F53A'+01022'-00076'+00795'+07817'+07642'+00238'+00252'+01519'+01872'+00000'+02167'+00194'+00194'+00194'
 8:12:10,638'F53A'+01023'-00076'+00795'+07817'+07642'+00239'+00251'+01519'+01872'+00000'+02167'+00197'+00197'+00197'
 8:12:10,893'F53A'+01024'-00076'+00795'+07817'+07642'+00240'+00252'+01520'+01872'+00000'+02168'+00204'+00204'+00204'
 8:12:11,164'F53A'+01025'-00076'+00797'+07817'+07642'+00241'+00252'+01519'+01872'+00000'+02168'+00210'+00210'+00210'
 8:12:11,434'F53A'+01026'-00076'+00798'+07817'+07642'+00242'+00252'+01519'+01872'+00000'+02169'+00216'+00216'+00216'
 8:12:11,719'F53A'+01026'-00076'+00798'+07817'+07642'+00242'+00252'+01519'+01872'+00000'+02169'+00219'+00219'+00219'
 8:12:11,975'F53A'+01027'-00076'+00798'+07817'+07642'+00243'+00252'+01519'+01871'-04720'+02169'+00222'+00222'+00222'
 8:12:12,245'F53A'+01028'-00076'+00798'+07817'+07642'+00244'+00252'+01520'+01871'-10486'+02170'+00221'+00221'+00221'
 8:12:12,516'F53A'+01029'-00076'+00798'+07817'+07642'+00244'+00252'+01519'+01871'-14682'+02170'+00220'+00220'+00220'
 8:12:12,801'F53A'+01030'-00076'+00798'+07817'+07642'+00245'+00252'+01520'+01871'-22546'+02170'+00218'+00218'+00218'
 8:12:13, 56'F53A'+01031'-00076'+00798'+07817'+07642'+00245'+00252'+01520'+01871'-25692'+02170'+00216'+00216'+00216'
 8:12:13,327'F53A'+01032'-00076'+00796'+07817'+07642'+00244'+00252'+01520'+01871'-31982'+02170'+00214'+00214'+00214'
 8:12:13,612'F53A'+01033'-00076'+00798'+07819'+07642'+00244'+00252'+01520'+01871'+31980'+02170'+00212'+00212'+00212'
 8:12:13,867'F53A'+01034'-00076'+00798'+07817'+07642'+00244'+00252'+01520'+01871'+27787'+02170'+00209'+00209'+00209'
 8:12:14,138'F53A'+01035'-00076'+00795'+07817'+07642'+00243'+00252'+01520'+01871'+27261'+02169'+00205'+00205'+00205'
